canonical_athlete_id,name,sex,primary_weight_class,active_year_first,active_year_last,total_matches
athlete_take-hanai-m,Take Hanai,M,88KG,2005,2005,1
athlete_takefuni-hanai-m,Takefuni Hanai,M,77KG,2007,2007,1
athlete_7106,Talita Alencar,F,60KG,2017,2017,1
athlete_tammy-griego-f,Tammy Griego,F,+60KG,2013,2013,1
athlete_teemu-launis-m,Teemu Launis,M,66KG,2003,2003,1
athlete_tetsu-hadario-m,Tetsu Hadario,M,66KG,2011,2011,1
athlete_tetsu-suzuko-m,Tetsu Suzuko,M,66KG,2007,2007,1
athlete_8866,Thomas Halpin,M,66KG,2019,2019,1
athlete_tobias-g-m,Tobias G,M,99KG,2015,2015,1
athlete_tom-barlow-m,Tom Barlow,M,66KG,2011,2011,1
athlete_tom-bass-m,Tom Bass,M,ABS,2009,2009,1
athlete_tom-lawlor-m,Tom Lawlor,M,88KG,2009,2009,1
athlete_tomasz-janiszewski-m,Tomasz Janiszewski,M,+99KG,2009,2009,1
athlete_8105,Tommy Langaker,M,77KG,2022,2022,1
athlete_travers-grubb-m,Travers Grubb,M,88KG,2007,2007,1
athlete_u-zhakshylyk-m,U. Zhakshylyk,M,66KG,2017,2017,1
athlete_urija-faber-m,Urija Faber,M,66KG,2005,2005,1
athlete_10501,Valdir Araujo Junior,M,88KG,2019,2019,1
athlete_van-arsdale-m,Van Arsdale,M,+99KG,2001,2001,1
athlete_vernon-white-m,Vernon White,M,99KG,1999,1999,1
athlete_374,Vinicius Magalhaes,M,66KG,1999,1999,1
athlete_2175,Wagnney Fabiano,M,66KG,2005,2005,1
athlete_613,Wellington Dias,M,66KG,1999,1999,1
athlete_11771,William Tackett,M,77KG,2022,2022,1
athlete_y-kinishi-m,Y. Kinishi,M,66KG,2001,2001,1
athlete_y-ozawa-m,Y. Ozawa,M,ABS,2017,2017,1
athlete_yoshiyuki-yoshida-m,Yoshiyuki Yoshida,M,77KG,2009,2009,1
athlete_yousef-elzien-m,Yousef Elzien,M,+99KG,1998,1998,1
athlete_yuki-ozawa-m,Yuki Ozawa,M,99KG,2003,2003,1
athlete_yuki-sasaki-m,Yuki Sasaki,M,88KG,2003,2003,1
athlete_yukissyu-ozawa-m,Yukissyu Ozawa,M,99KG,2007,2007,1
athlete_yushin-okami-m,Yushin Okami,M,88KG,2007,2007,1
athlete_yuta-sasaki-m,Yuta Sasaki,M,66KG,2013,2013,1
athlete_8536,Yuta Shimada,M,66KG,2017,2017,1
athlete_zbigniew-tyszka-m,Zbigniew Tyszka,M,88KG,2011,2011,1
